id,folder,name,ext,year,chars,err,anchor,nq,ans_at,answer,explain,shenti,findpt,score,align,bucket
539,公考/国考公务员2000-2026真题/国考真题word版/国考申论2000至2023年,2017年国家录用公务员考试《申论》真题卷及答案（省级）（含解析共20面）.doc,.doc,2017,42379,,,0,20,1,0,1,0,0,0,B·答案+解析(无说明)
540,公考/国考公务员2000-2026真题/国考真题word版/国考申论2000至2023年,2018年国家录用公务员考试《申论》真题卷及答案（副省级）.doc,.doc,2018,10040,,参考答案,5,75,1,0,0,0,0,1,B2·只有答案
541,公考/国考公务员2000-2026真题/国考真题word版/国考申论2000至2023年,2018年国家录用公务员考试《申论》真题卷及答案（地市级）.doc,.doc,2018,10058,,,0,73,1,0,0,0,0,0,B2·只有答案
542,公考/国考公务员2000-2026真题/国考真题word版/国考申论2000至2023年,2019年国家公务员考试《申论》真题及答案（地市级）（含解析）.docx,.docx,2019,18624,,,0,38,1,1,0,0,0,0,B2·只有答案
543,公考/国考公务员2000-2026真题/国考真题word版/国考申论2000至2023年,2019年国家公务员考试《申论》真题及答案（省级）（含解析）.docx,.docx,2019,15889,,,0,46,1,1,1,1,0,0,A·答案+说明+审题
545,公考/国考公务员2000-2026真题/国考真题word版/国考申论2000至2023年,2020年国家公务员考试《申论》真题及答案（地市级）.docx,.docx,2020,11347,,参考答案,5,77,1,0,0,0,0,1,B2·只有答案
544,公考/国考公务员2000-2026真题/国考真题word版/国考申论2000至2023年,2020年国家公务员考试《申论》真题及答案（省级）.docx,.docx,2020,11063,,参考答案,5,76,1,0,0,0,0,1,B2·只有答案
546,公考/国考公务员2000-2026真题/国考真题word版/国考申论2000至2023年,2021年国家公务员考试《申论》真题（副省级）及参考答案(两套答案).docx,.docx,2021,14122,,,0,61,1,0,0,0,0,0,B2·只有答案
547,公考/国考公务员2000-2026真题/国考真题word版/国考申论2000至2023年,2021年国家公务员考试《申论》真题（地市级）及参考答案(两套答案).docx,.docx,2021,13815,,,0,59,1,0,0,0,0,0,B2·只有答案
548,公考/国考公务员2000-2026真题/国考真题word版/国考申论2000至2023年,2022年国家公务员考试申论试题（行政执法卷）及参考答案.docx,.docx,2022,10748,,参考答案,6,77,1,0,0,0,0,1,B2·只有答案
549,公考/国考公务员2000-2026真题/国考真题word版/国考申论2000至2023年,2022年国家公考《申论》真题（副省级）及参考答案.docx,.docx,2022,10919,,参考答案,6,75,1,0,0,0,0,1,B2·只有答案
550,公考/国考公务员2000-2026真题/国考真题word版/国考申论2000至2023年,2022年国家公考《申论》真题（地市级）参考答案.docx,.docx,2022,13445,,,0,62,1,1,0,0,0,0,B2·只有答案
553,公考/国考公务员2000-2026真题/国考真题word版/国考申论2000至2023年,2023年国家公务员考试申论试题（行政执法卷）及参考答案.pdf,.pdf,2023,10432,,,0,0,1,0,0,0,0,0,B2·只有答案
